ID,Player Type,Winner?,Points,Total Money,Money from GO,Money from Chest,Money from properties,Starting Position,Number of Moves,Path,Times Passed Go,Times in Jail,Properties,Chest Cards,Chest Card Payout,Total Wait
1.0,greedy,Loser,24.0,11000,5000.0,1000,8000,0,27,"[3, 9, 10, 13, 19, 20, 24, 8, 11, 17, 21, 25, 30, 0, 3, 5, 9, 14, 16, 18, 21, 24, 8, 9, 14, 18, 20, 24, 8, 9]",5.0,3.0,"[3, 9, 10, 13, 19, 20, 17, 5]","[9, 2, 11]","[[11, 1000]]",19.77
2.0,greedy,Tie,31.0,13000,6000.0,2000,8000,0,29,"[2, 6, 9, 14, 15, 19, 22, 28, 29, 31, 4, 7, 10, 15, 17, 20, 23, 27, 30, 1, 3, 8, 12, 17, 22, 27, 28, 2, 7]",6.0,0.0,"[2, 6, 14, 15, 22, 28, 4, 27]","[1, 8, 5]","[[1, 2000]]",19.71
3.0,greedy,Tie,33.0,13000,6000.0,2000,9000,0,27,"[1, 7, 12, 18, 23, 26, 31, 3, 6, 9, 15, 21, 26, 31, 5, 10, 16, 18, 19, 20, 25, 27, 0, 5, 9, 10, 13]",6.0,0.0,"[1, 7, 12, 18, 23, 26, 21, 31, 25]","[3, 4, 10]","[[3, 2000]]",19.46
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,89,20.041969060897827,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,24.5,13000,6000.0,2000,8000,0,28,"[6, 8, 10, 11, 17, 23, 29, 0, 4, 8, 11, 13, 19, 23, 24, 8, 11, 16, 19, 25, 31, 0, 4, 5, 9, 13, 15, 18, 20]",6.0,1.0,"[6, 11, 17, 23, 29, 4, 15, 20]","[9, 11, 8]","[[11, 1000], [11, 1000]]",19.500000000000004
2.0,greedy,Tie,31.5,13000,6000.0,2000,8000,0,28,"[3, 9, 13, 19, 25, 28, 0, 3, 9, 10, 16, 22, 23, 25, 27, 31, 2, 6, 8, 9, 11, 12, 13, 18, 23, 28, 2, 3]",6.0,0.0,"[3, 9, 13, 19, 25, 28, 27, 2]","[7, 1, 2]","[[1, 2000]]",19.67
3.0,greedy,Loser,33.0,12000,5000.0,2000,9000,0,27,"[5, 10, 16, 22, 26, 31, 3, 6, 8, 12, 16, 18, 21, 22, 26, 28, 29, 1, 6, 8, 11, 12, 14, 16, 18, 19, 25]",5.0,0.0,"[5, 10, 22, 26, 31, 12, 18, 21, 1]","[3, 6, 12]","[[3, 2000]]",19.710000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,90,20.07449579238892,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,25.0,15000,6000.0,4000,8000,0,28,"[6, 12, 16, 17, 23, 25, 29, 3, 4, 7, 8, 14, 18, 23, 24, 8, 10, 16, 21, 23, 29, 0, 6, 10, 15, 20, 25, 28, 30]",6.0,1.0,"[12, 17, 23, 25, 29, 14, 18, 30]","[2, 4, 3]","[[2, 2000], [3, 2000]]",19.480000000000004
2.0,greedy,Tie,32.0,15000,6000.0,4000,9000,0,27,"[3, 8, 11, 16, 20, 26, 0, 4, 10, 11, 16, 22, 24, 8, 13, 18, 20, 22, 26, 27, 29, 2, 8, 14, 17, 23, 25, 29]",6.0,1.0,"[3, 11, 20, 26, 4, 10, 22, 13, 2]","[1, 5, 11]","[[1, 2000], [11, 1000], [11, 1000]]",19.85
3.0,greedy,Loser,33.0,10000,5000.0,0,9000,0,27,"[6, 7, 9, 11, 15, 21, 27, 29, 1, 2, 7, 12, 16, 17, 19, 23, 24, 8, 14, 15, 16, 17, 18, 21, 22, 28, 29, 3]",5.0,1.0,"[6, 7, 9, 15, 21, 27, 1, 19, 28]","[10, 8, 6]",[],19.3
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,91,20.06033515930176,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,26.0,15000,6000.0,4000,7000,0,29,"[5, 10, 12, 13, 18, 23, 24, 8, 14, 19, 20, 24, 8, 14, 15, 20, 24, 8, 12, 18, 20, 24, 8, 12, 17, 18, 20, 22, 26, 29, 2, 3, 7]",6.0,4.0,"[10, 12, 18, 23, 15, 29, 2]","[2, 1, 8]","[[2, 2000], [1, 2000]]",19.620000000000005
2.0,greedy,Loser,32.0,10000,5000.0,0,8000,0,29,"[5, 11, 14, 17, 18, 19, 22, 23, 24, 8, 12, 18, 19, 20, 23, 25, 27, 28, 31, 0, 3, 5, 7, 9, 12, 18, 21, 23, 29, 0]",5.0,1.0,"[11, 14, 17, 22, 27, 28, 31, 3]","[10, 4, 12]",[],19.86
3.0,greedy,Loser,33.0,11000,5000.0,1000,8000,0,28,"[5, 11, 13, 14, 19, 20, 22, 24, 8, 14, 17, 21, 22, 25, 26, 27, 0, 5, 11, 16, 20, 24, 8, 11, 13, 16, 22, 23, 24, 8, 9]",5.0,3.0,"[5, 13, 19, 20, 21, 25, 26, 9]","[5, 9, 11]","[[11, 1000]]",19.730000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,92,20.00066089630127,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,26.0,12000,5000.0,2000,7000,0,29,"[2, 7, 9, 11, 12, 16, 19, 21, 24, 8, 14, 18, 22, 25, 30, 2, 7, 8, 11, 14, 20, 21, 24, 8, 9, 13, 16, 17, 21, 27, 29]",5.0,2.0,"[2, 7, 9, 12, 19, 18, 22]","[3, 10, 2]","[[3, 2000]]",19.660000000000007
2.0,greedy,Winner,33.0,14000,5000.0,2000,12000,0,27,"[1, 7, 8, 14, 20, 26, 29, 2, 5, 9, 10, 13, 16, 17, 19, 20, 25, 27, 0, 6, 10, 12, 17, 21, 22, 28, 31]",5.0,0.0,"[1, 14, 20, 26, 29, 5, 10, 17, 28, 31]","[8, 1, 4]","[[1, 2000]]",19.700000000000006
3.0,greedy,Loser,33.0,12000,6000.0,1000,8000,0,29,"[6, 11, 13, 15, 21, 24, 8, 12, 16, 20, 21, 27, 0, 4, 7, 10, 15, 16, 19, 23, 26, 0, 5, 8, 9, 11, 13, 16, 21, 24]",6.0,1.0,"[6, 11, 13, 15, 21, 27, 4, 23]","[7, 11, 9]","[[11, 1000]]",19.73
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,93,20.119971990585327,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,27.0,15000,6000.0,4000,10000,0,27,"[5, 11, 16, 17, 19, 24, 8, 11, 14, 19, 25, 31, 3, 7, 13, 19, 24, 8, 12, 13, 14, 16, 22, 23, 29, 2, 4, 8, 10]",6.0,2.0,"[5, 11, 17, 19, 14, 25, 7, 23, 29, 10]","[1, 8, 2]","[[1, 2000], [2, 2000]]",19.91
2.0,greedy,Loser,33.0,14000,5000.0,0,12000,0,28,"[4, 6, 11, 12, 13, 19, 22, 28, 31, 1, 6, 8, 11, 17, 18, 19, 22, 24, 8, 11, 12, 15, 16, 18, 20, 22, 24, 8, 14, 19]",5.0,2.0,"[4, 6, 12, 28, 31, 1, 15, 20]","[9, 6, 10]",[],19.840000000000003
3.0,greedy,Loser,33.0,11000,6000.0,0,8000,0,27,"[3, 5, 8, 13, 18, 22, 26, 0, 2, 3, 8, 13, 16, 22, 24, 8, 13, 19, 24, 8, 13, 19, 24, 8, 14, 15, 16, 21, 26, 27]",6.0,3.0,"[3, 13, 18, 22, 26, 2, 21, 27]","[5, 7, 12]",[],19.85
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,94,20.000554084777832,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,27.5,12000,6000.0,1000,9000,0,27,"[2, 7, 11, 17, 21, 24, 8, 13, 19, 23, 25, 28, 29, 2, 3, 9, 10, 15, 19, 20, 26, 31, 3, 7, 9, 15, 16, 19]",6.0,1.0,"[2, 11, 17, 21, 19, 25, 28, 10, 26]","[11, 2, 6]","[[11, 1000]]",19.780000000000005
2.0,greedy,Loser,33.0,11000,6000.0,0,8000,0,27,"[5, 7, 13, 16, 17, 20, 23, 29, 1, 3, 9, 13, 19, 22, 24, 8, 11, 15, 18, 24, 8, 14, 18, 20, 21, 24, 8, 11, 16, 22]",6.0,3.0,"[5, 7, 13, 20, 29, 1, 22, 15]","[5, 10, 7]",[],19.53
3.0,greedy,Tie,33.5,12000,5000.0,2000,10000,0,26,"[3, 6, 9, 12, 18, 23, 24, 8, 12, 17, 20, 23, 24, 8, 14, 19, 25, 31, 0, 1, 2, 4, 7, 12, 17, 22, 26, 27]",5.0,2.0,"[3, 6, 9, 12, 18, 23, 14, 31, 4, 27]","[1, 12, 9]","[[1, 2000]]",19.47
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,95,20.143197536468502,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,27.5,13000,6000.0,2000,6000,0,31,"[4, 9, 13, 19, 24, 8, 9, 11, 15, 18, 24, 8, 11, 13, 15, 17, 23, 24, 8, 12, 18, 21, 27, 28, 1, 2, 4, 9, 13, 18, 24, 8, 9, 11, 12]",6.0,4.0,"[4, 9, 13, 19, 15, 28]","[6, 11, 2]","[[11, 1000], [11, 1000]]",19.77
2.0,greedy,Winner,34.0,14000,5000.0,4000,9000,0,28,"[2, 3, 7, 12, 13, 16, 17, 18, 23, 27, 31, 3, 5, 8, 13, 17, 22, 26, 28, 31, 1, 2, 5, 10, 13, 16, 17, 20]",5.0,0.0,"[2, 3, 7, 17, 23, 27, 22, 31, 10]","[3, 1, 5]","[[3, 2000], [1, 2000]]",19.94
3.0,greedy,Loser,33.5,11000,6000.0,0,10000,0,26,"[5, 11, 12, 18, 21, 26, 0, 1, 7, 12, 16, 20, 26, 30, 1, 5, 8, 12, 14, 16, 20, 25, 26, 29, 30, 0]",6.0,0.0,"[5, 11, 12, 18, 21, 26, 1, 20, 14, 25]","[9, 10, 4]",[],19.62
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,96,20.298242568969727,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,27.5,11000,6000.0,0,10000,0,26,"[5, 6, 12, 18, 20, 26, 27, 0, 3, 6, 9, 12, 18, 20, 25, 28, 2, 3, 4, 6, 9, 13, 18, 21, 27, 0]",6.0,0.0,"[5, 6, 12, 18, 20, 26, 3, 28, 2, 27]","[10, 9, 12]",[],19.84
2.0,greedy,Winner,35.0,14000,5000.0,2000,11000,0,29,"[1, 4, 6, 7, 9, 11, 12, 14, 16, 21, 25, 31, 4, 9, 12, 17, 19, 25, 29, 0, 4, 7, 9, 13, 16, 19, 25, 26, 30]",5.0,0.0,"[1, 9, 11, 21, 25, 31, 29, 13, 30]","[4, 3, 8]","[[3, 2000]]",20.150000000000006
3.0,greedy,Loser,33.5,11000,5000.0,1000,8000,0,28,"[4, 7, 8, 10, 14, 17, 22, 24, 8, 13, 15, 16, 19, 25, 27, 31, 1, 3, 4, 9, 14, 19, 21, 23, 29, 0, 2, 5, 6]",5.0,1.0,"[4, 7, 10, 14, 17, 22, 19, 23]","[7, 2, 11]","[[11, 1000]]",19.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,97,20.140883445739746,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,28.5,17000,6000.0,3000,12000,0,27,"[4, 8, 9, 12, 16, 19, 22, 24, 8, 13, 16, 21, 27, 29, 2, 8, 9, 15, 17, 19, 20, 23, 27, 1, 7, 12, 13, 17]",6.0,1.0,"[4, 9, 22, 13, 21, 27, 29, 23, 7]","[11, 1, 7]","[[11, 1000], [1, 2000]]",19.49
2.0,greedy,Loser,35.0,13000,5000.0,1000,11000,0,26,"[5, 6, 12, 14, 17, 20, 24, 8, 10, 12, 17, 21, 26, 30, 1, 4, 8, 9, 12, 14, 17, 18, 22, 26, 29, 3, 5]",5.0,1.0,"[5, 12, 14, 17, 20, 30, 1, 18, 3]","[8, 10, 4]","[[10, 1000]]",19.46
3.0,greedy,Loser,33.5,12000,7000.0,0,8000,0,30,"[6, 10, 15, 19, 25, 26, 30, 2, 5, 8, 14, 15, 21, 27, 0, 4, 10, 15, 21, 27, 31, 2, 5, 6, 12, 15, 16, 17, 19, 24]",7.0,0.0,"[6, 10, 15, 19, 25, 26, 2, 31]","[2, 5, 12]",[],19.900000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,98,20.18268156051636,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,28.5,15000,6000.0,4000,10000,0,26,"[1, 6, 10, 14, 20, 25, 27, 28, 2, 6, 9, 15, 21, 27, 1, 2, 7, 10, 12, 13, 19, 23, 29, 31, 3, 6]",6.0,0.0,"[1, 6, 10, 20, 25, 27, 9, 21, 12, 31]","[8, 11, 1]","[[11, 1000], [11, 1000], [1, 2000]]",19.74
2.0,greedy,Loser,35.0,11000,6000.0,0,8000,0,29,"[5, 6, 7, 13, 18, 24, 8, 13, 15, 19, 22, 25, 27, 28, 30, 2, 4, 7, 11, 16, 21, 25, 28, 1, 3, 5, 6, 9, 13, 18]",6.0,1.0,"[5, 7, 13, 15, 19, 22, 28, 4]","[4, 6, 9]",[],20.02
3.0,greedy,Winner,34.5,16000,6000.0,3000,12000,0,26,"[2, 8, 14, 18, 23, 29, 3, 5, 8, 11, 16, 20, 26, 30, 1, 7, 8, 13, 17, 22, 26, 30, 3, 4, 9, 13]",6.0,0.0,"[2, 14, 18, 23, 29, 3, 11, 26, 17, 30]","[2, 12, 5]","[[2, 2000], [12, 1000]]",19.68
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,99,20.08023905754089,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,29.0,12000,5000.0,2000,9000,0,28,"[2, 5, 8, 9, 13, 15, 17, 22, 28, 30, 1, 5, 7, 9, 12, 16, 20, 26, 28, 2, 4, 7, 11, 15, 19, 22, 25, 31]",5.0,0.0,"[2, 5, 22, 28, 1, 12, 20, 25, 31]","[12, 1, 6]","[[1, 2000]]",19.650000000000006
2.0,greedy,Loser,35.0,10000,5000.0,0,9000,0,27,"[4, 8, 13, 15, 17, 22, 26, 29, 30, 4, 10, 11, 14, 19, 23, 26, 30, 0, 2, 6, 7, 10, 15, 17, 23, 26, 30]",5.0,0.0,"[4, 13, 15, 17, 26, 29, 10, 19, 23]","[10, 7, 9]",[],19.540000000000006
3.0,greedy,Tie,35.0,12000,5000.0,2000,9000,0,28,"[6, 7, 9, 15, 16, 21, 27, 30, 1, 7, 9, 11, 12, 16, 17, 18, 22, 27, 29, 3, 7, 12, 15, 17, 21, 26, 27, 30]",5.0,0.0,"[6, 7, 9, 21, 27, 30, 11, 18, 3]","[8, 3, 11]","[[3, 2000]]",19.83
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,100,20.1624608039856,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,29.0,14000,6000.0,0,10000,0,30,"[6, 9, 11, 16, 18, 24, 8, 10, 16, 19, 24, 8, 13, 18, 19, 22, 28, 29, 30, 0, 6, 10, 16, 17, 19, 20, 24, 8, 11, 14, 20, 21, 22]",6.0,3.0,"[6, 9, 11, 18, 10, 28, 29]","[8, 5, 4]",[],20.04
2.0,greedy,Tie,35.5,15000,6000.0,4000,9000,0,27,"[4, 8, 13, 16, 19, 20, 22, 27, 30, 4, 7, 8, 11, 17, 23, 29, 2, 8, 10, 14, 18, 22, 26, 0, 1, 6, 9]",6.0,0.0,"[4, 13, 19, 20, 22, 27, 7, 17, 14]","[11, 6, 3]","[[11, 1000], [11, 1000], [3, 2000]]",19.63
3.0,greedy,Tie,35.5,15000,5000.0,1000,13000,0,27,"[1, 2, 3, 8, 13, 18, 21, 25, 27, 30, 3, 7, 8, 12, 16, 18, 20, 26, 28, 30, 31, 5, 6, 11, 16, 20, 23]",5.0,0.0,"[1, 2, 3, 21, 25, 30, 12, 26, 5]","[12, 2, 7]","[[12, 1000]]",19.65
,,,,,,,,,,,,,,,,
