ID,Player Type,Winner?,Points,Total Money,Money from GO,Money from Chest,Money from properties,Starting Position,Number of Moves,Path,Times Passed Go,Times in Jail,Properties,Chest Cards,Chest Card Payout,Total Wait
1.0,greedy,Winner,12.0,13000,6000.0,2000,9000,0,28,"[3, 4, 9, 11, 13, 15, 21, 27, 30, 31, 3, 9, 12, 16, 20, 25, 28, 31, 2, 6, 8, 14, 18, 20, 23, 26, 28, 1]",6.0,0.0,"[3, 4, 9, 13, 27, 30, 20, 25, 28]","[5, 3, 10]","[[3, 2000]]",19.640000000000004
2.0,greedy,Loser,17.5,11000,6000.0,0,7000,0,30,"[2, 7, 11, 17, 18, 21, 22, 27, 0, 3, 5, 11, 13, 18, 23, 24, 8, 11, 15, 20, 25, 27, 0, 2, 6, 8, 9, 14, 16, 20, 23]",6.0,1.0,"[7, 11, 17, 18, 21, 22, 5]","[12, 11, 4]",[],19.899999999999988
3.0,greedy,Loser,14.5,12000,5000.0,2000,10000,0,26,"[2, 6, 12, 15, 18, 23, 27, 31, 4, 9, 14, 15, 19, 23, 24, 8, 11, 14, 18, 21, 26, 29, 3, 4, 5, 9, 10]",5.0,1.0,"[2, 6, 12, 15, 23, 31, 14, 19, 26, 10]","[1, 9, 8]","[[1, 2000]]",19.600000000000012
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,45,20.09941291809082,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,12.5,13000,6000.0,2000,8000,0,28,"[4, 5, 7, 12, 17, 22, 24, 8, 10, 12, 17, 19, 24, 8, 14, 19, 25, 31, 0, 2, 4, 8, 12, 14, 17, 22, 24, 8, 9, 13, 18]",6.0,3.0,"[4, 5, 7, 17, 22, 19, 31, 2]","[3, 7, 1]","[[1, 2000]]",20.030000000000005
2.0,greedy,Loser,17.5,11000,5000.0,1000,9000,0,27,"[6, 10, 12, 14, 20, 21, 25, 27, 28, 29, 30, 31, 1, 7, 12, 15, 18, 22, 27, 0, 5, 11, 15, 16, 20, 23, 24]",5.0,0.0,"[6, 10, 12, 14, 21, 25, 18, 27, 23]","[12, 11, 6]","[[11, 1000]]",19.640000000000004
3.0,greedy,Tie,15.0,13000,5000.0,1000,10000,0,29,"[1, 3, 6, 9, 10, 16, 20, 24, 8, 12, 13, 14, 15, 19, 20, 24, 8, 10, 11, 13, 14, 20, 22, 26, 28, 0, 4, 8, 11, 17, 21]",5.0,2.0,"[1, 3, 9, 20, 13, 15, 11, 26]","[2, 10, 5]","[[10, 1000]]",19.910000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,46,20.029120922088627,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,13000,6000.0,2000,8000,0,28,"[3, 7, 13, 15, 20, 25, 31, 4, 8, 13, 16, 19, 21, 24, 8, 10, 16, 22, 27, 30, 31, 3, 8, 9, 11, 13, 19, 25, 29]",6.0,1.0,"[3, 13, 15, 20, 25, 31, 4, 27]","[3, 12, 9]","[[3, 2000]]",19.51
2.0,greedy,Winner,18.5,14000,6000.0,1000,11000,0,28,"[6, 12, 16, 18, 24, 8, 13, 16, 18, 21, 22, 26, 30, 3, 6, 10, 16, 19, 21, 25, 31, 0, 2, 5, 8, 13, 15, 19, 20]",6.0,1.0,"[6, 12, 18, 21, 22, 26, 30, 10, 2]","[8, 11, 6]","[[11, 1000]]",19.910000000000004
3.0,greedy,Loser,15.0,10000,5000.0,0,9000,0,27,"[5, 7, 8, 11, 17, 19, 24, 8, 13, 15, 16, 20, 24, 8, 11, 15, 21, 24, 8, 9, 12, 13, 19, 21, 23, 28, 1, 2, 8, 13]",5.0,3.0,"[5, 7, 11, 17, 19, 9, 23, 28, 1]","[10, 7, 2]",[],19.74
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,47,20.00062704086304,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,12000,7000.0,0,9000,0,27,"[5, 9, 15, 20, 26, 31, 5, 10, 13, 18, 23, 24, 8, 10, 15, 21, 27, 1, 7, 10, 11, 16, 21, 24, 8, 11, 13, 16, 17]",7.0,2.0,"[5, 9, 15, 26, 31, 10, 18, 27, 7]","[12, 11, 8]",[],19.87
2.0,greedy,Winner,19.5,14000,5000.0,4000,7000,0,29,"[1, 2, 5, 11, 17, 23, 24, 8, 9, 11, 13, 15, 19, 22, 24, 8, 9, 11, 16, 17, 23, 24, 8, 11, 14, 18, 22, 24, 8, 14, 20, 25, 30]",5.0,4.0,"[1, 2, 17, 23, 13, 19, 22]","[1, 7, 3]","[[1, 2000], [3, 2000]]",19.860000000000007
3.0,greedy,Loser,15.0,10000,5000.0,0,9000,0,27,"[6, 11, 15, 20, 25, 30, 0, 2, 5, 10, 11, 13, 14, 17, 21, 27, 29, 31, 2, 3, 6, 7, 11, 16, 17, 19, 24]",5.0,0.0,"[6, 11, 20, 25, 30, 14, 21, 29, 3]","[10, 4, 9]",[],19.68
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,48,20.06361985206604,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,12000,5000.0,2000,8000,0,28,"[2, 3, 9, 15, 17, 18, 19, 21, 26, 30, 31, 1, 5, 6, 10, 13, 19, 22, 24, 8, 11, 17, 23, 24, 8, 11, 15, 17, 19, 20]",5.0,2.0,"[2, 9, 15, 18, 19, 21, 1, 23]","[1, 8, 10]","[[1, 2000]]",19.69
2.0,greedy,Winner,20.5,15000,6000.0,4000,8000,0,29,"[3, 5, 11, 17, 22, 24, 8, 9, 14, 17, 21, 22, 27, 28, 30, 4, 6, 11, 16, 20, 21, 23, 28, 0, 4, 8, 11, 15, 19, 24]",6.0,1.0,"[3, 5, 11, 22, 14, 28, 30, 4]","[11, 6, 3]","[[11, 1000], [11, 1000], [3, 2000]]",19.860000000000007
3.0,greedy,Loser,15.0,13000,5000.0,1000,11000,0,28,"[2, 8, 12, 17, 20, 24, 8, 11, 12, 13, 17, 21, 27, 28, 29, 31, 5, 9, 11, 16, 22, 27, 28, 1, 6, 10, 11, 12, 15]",5.0,1.0,"[12, 17, 20, 13, 27, 29, 31, 6, 10]","[12, 9, 7]","[[12, 1000]]",19.96
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,49,20.000412225723267,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,10000,5000.0,0,9000,0,27,"[6, 7, 10, 14, 19, 23, 27, 31, 4, 9, 13, 16, 19, 22, 24, 8, 12, 15, 16, 17, 23, 27, 28, 1, 2, 7, 11, 13]",5.0,1.0,"[6, 7, 10, 23, 27, 31, 4, 12, 17]","[10, 4, 8]",[],19.81
2.0,greedy,Loser,20.5,13000,6000.0,2000,8000,0,29,"[6, 9, 13, 14, 19, 20, 22, 23, 27, 28, 1, 6, 11, 16, 20, 24, 8, 10, 16, 18, 23, 26, 31, 0, 3, 7, 9, 14, 19, 20]",6.0,1.0,"[9, 13, 19, 20, 28, 1, 11, 18]","[11, 6, 12]","[[11, 1000], [11, 1000]]",19.9
3.0,greedy,Winner,16.0,14000,5000.0,2000,11000,0,28,"[3, 6, 7, 13, 14, 16, 22, 24, 8, 14, 15, 16, 19, 21, 26, 27, 30, 2, 3, 7, 13, 15, 21, 25, 29, 3, 4, 10, 11]",5.0,1.0,"[3, 14, 22, 15, 21, 26, 30, 2, 25]","[7, 2, 1]","[[1, 2000]]",19.900000000000013
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,50,20.096498489379886,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,11000,6000.0,0,10000,0,26,"[5, 6, 11, 17, 22, 28, 0, 4, 8, 12, 15, 17, 21, 27, 29, 0, 5, 10, 16, 18, 24, 8, 9, 13, 16, 22, 23]",6.0,1.0,"[5, 6, 11, 17, 22, 28, 15, 29, 10, 23]","[12, 5, 10]",[],20.01
2.0,greedy,Loser,20.5,11000,6000.0,0,7000,0,29,"[1, 4, 9, 11, 12, 14, 16, 21, 27, 28, 31, 4, 8, 12, 14, 18, 22, 27, 0, 1, 4, 10, 16, 19, 24, 8, 11, 14, 16, 17]",6.0,1.0,"[1, 4, 9, 14, 21, 27, 18]","[2, 7, 4]",[],19.620000000000008
3.0,greedy,Winner,17.0,12000,5000.0,2000,9000,0,28,"[2, 3, 8, 12, 16, 19, 22, 26, 31, 1, 7, 9, 10, 13, 14, 20, 21, 25, 30, 0, 6, 10, 13, 19, 20, 21, 22, 27]",5.0,0.0,"[2, 3, 12, 19, 26, 31, 7, 20, 13]","[8, 3, 6]","[[3, 2000]]",19.84
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,51,20.00088620185852,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,12.5,13000,5000.0,3000,9000,0,28,"[2, 7, 11, 14, 20, 23, 28, 0, 6, 8, 9, 11, 16, 17, 18, 20, 26, 27, 29, 31, 4, 5, 6, 12, 14, 19, 23, 24]",5.0,0.0,"[2, 11, 14, 20, 28, 9, 17, 29, 4]","[6, 11, 4]","[[11, 1000], [11, 1000], [11, 1000]]",19.840000000000003
2.0,greedy,Loser,20.5,10000,5000.0,0,8000,0,27,"[6, 7, 10, 15, 19, 21, 24, 8, 14, 19, 20, 26, 28, 1, 7, 9, 13, 14, 19, 21, 24, 8, 9, 11, 17, 18, 22, 24, 8, 11]",5.0,3.0,"[6, 7, 10, 15, 19, 21, 26, 13]","[12, 5, 2]",[],19.580000000000005
3.0,greedy,Winner,18.0,15000,5000.0,3000,12000,0,26,"[3, 5, 8, 14, 18, 23, 25, 27, 1, 5, 8, 12, 17, 18, 22, 25, 31, 2, 6, 12, 15, 17, 19, 25, 30, 31]",5.0,0.0,"[3, 5, 18, 23, 25, 27, 1, 22, 12, 30]","[7, 10, 1]","[[10, 1000], [1, 2000]]",19.85
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,52,20.000962495803837,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,13.0,14000,6000.0,1000,10000,0,29,"[4, 10, 15, 18, 22, 23, 29, 30, 4, 10, 11, 12, 18, 21, 22, 24, 8, 12, 13, 18, 20, 25, 29, 31, 1, 6, 8, 11, 13, 18]",6.0,1.0,"[4, 15, 18, 22, 23, 29, 13, 31]","[6, 10, 9]","[[10, 1000]]",19.850000000000012
2.0,greedy,Loser,20.5,13000,6000.0,2000,9000,0,28,"[6, 10, 14, 20, 22, 28, 1, 5, 11, 12, 17, 20, 21, 22, 25, 30, 2, 4, 10, 11, 13, 17, 23, 26, 0, 6, 11, 15]",6.0,0.0,"[10, 14, 20, 28, 1, 5, 11, 2, 26]","[1, 4, 7]","[[1, 2000]]",19.86
3.0,greedy,Tie,18.5,14000,6000.0,3000,8000,0,29,"[6, 8, 9, 14, 17, 21, 24, 8, 12, 15, 17, 18, 22, 25, 30, 0, 4, 9, 15, 17, 21, 25, 30, 0, 4, 6, 9, 11, 15, 19]",6.0,1.0,"[6, 9, 17, 21, 12, 25, 30, 19]","[11, 3, 2]","[[11, 1000], [3, 2000]]",19.840000000000003
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,53,20.04908418655395,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,14.0,15000,6000.0,4000,9000,0,28,"[5, 7, 12, 17, 22, 27, 30, 31, 3, 8, 14, 19, 21, 22, 27, 1, 2, 5, 9, 15, 19, 20, 25, 30, 31, 0, 5, 10]",6.0,0.0,"[5, 7, 12, 17, 22, 27, 21, 30, 31]","[2, 4, 1]","[[2, 2000], [1, 2000]]",19.980000000000004
2.0,greedy,Loser,20.5,12000,4000.0,1000,10000,0,28,"[1, 3, 9, 11, 13, 17, 19, 20, 23, 25, 31, 2, 8, 13, 14, 19, 20, 21, 22, 25, 26, 0, 3, 8, 9, 11, 12, 15]",4.0,0.0,"[1, 3, 9, 11, 13, 19, 20, 26]","[8, 7, 12]","[[12, 1000]]",19.58
3.0,greedy,Loser,18.5,11000,4000.0,2000,8000,0,28,"[2, 4, 7, 9, 12, 14, 15, 16, 18, 23, 24, 8, 11, 16, 18, 21, 25, 27, 1, 2, 3, 9, 14, 17, 20, 21, 26, 27, 29]",4.0,1.0,"[2, 4, 14, 15, 18, 23, 25, 29]","[5, 10, 3]","[[3, 2000]]",19.69
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,54,20.040821075439453,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,14.0,14000,6000.0,3000,8000,0,29,"[3, 8, 10, 16, 17, 22, 28, 0, 6, 9, 13, 15, 16, 19, 24, 8, 13, 14, 20, 23, 28, 31, 1, 3, 6, 10, 11, 16, 22, 23]",6.0,1.0,"[10, 17, 22, 28, 6, 19, 1, 11]","[11, 3, 8]","[[11, 1000], [3, 2000]]",19.81
2.0,greedy,Loser,20.5,13000,6000.0,2000,9000,0,27,"[3, 9, 12, 14, 20, 23, 27, 0, 5, 10, 16, 20, 21, 24, 8, 14, 17, 23, 24, 8, 9, 13, 16, 19, 22, 27, 29, 0, 2]",6.0,2.0,"[3, 9, 12, 14, 20, 23, 5, 21, 29]","[9, 10, 2]","[[2, 2000]]",19.64
3.0,greedy,Winner,19.5,19000,6000.0,5000,12000,0,28,"[3, 7, 13, 15, 18, 22, 25, 31, 2, 5, 11, 17, 20, 21, 26, 0, 6, 8, 13, 19, 22, 23, 27, 1, 3, 8, 12, 15]",6.0,0.0,"[7, 13, 15, 18, 25, 31, 2, 26, 27]","[6, 5, 12]","[[5, 4000], [12, 1000]]",19.96
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,55,20.06559538841248,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,15.0,15000,6000.0,2000,10000,0,29,"[3, 6, 8, 13, 19, 22, 27, 29, 1, 5, 8, 14, 16, 18, 21, 22, 28, 2, 6, 10, 11, 13, 19, 25, 26, 27, 28, 29, 0]",6.0,0.0,"[3, 6, 13, 19, 27, 29, 1, 18]","[4, 1, 8]","[[1, 2000]]",19.96
2.0,greedy,Loser,20.5,12000,5000.0,2000,8000,0,27,"[5, 7, 10, 14, 16, 22, 28, 30, 4, 5, 6, 11, 17, 19, 20, 24, 8, 13, 16, 18, 19, 24, 8, 11, 16, 19, 24, 8, 13, 15]",5.0,3.0,"[5, 10, 14, 22, 28, 30, 4, 17]","[12, 7, 3]","[[3, 2000]]",19.85
3.0,greedy,Loser,19.5,12000,5000.0,2000,8000,0,28,"[2, 7, 12, 14, 20, 25, 31, 2, 5, 11, 13, 19, 24, 8, 10, 12, 16, 17, 18, 20, 26, 29, 30, 0, 3, 4, 7, 8, 11]",5.0,1.0,"[2, 7, 12, 20, 25, 31, 11, 26]","[11, 9, 10]","[[11, 1000], [11, 1000]]",19.57
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,56,20.00055718421936,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,15.0,13000,6000.0,2000,8000,0,29,"[2, 3, 4, 9, 13, 14, 20, 26, 29, 2, 5, 10, 16, 20, 21, 22, 28, 0, 1, 7, 9, 13, 19, 22, 26, 31, 0, 2, 4]",6.0,0.0,"[4, 9, 14, 26, 29, 5, 21, 28]","[5, 12, 1]","[[1, 2000]]",19.88
2.0,greedy,Loser,20.5,10000,5000.0,0,9000,0,27,"[3, 8, 13, 17, 20, 22, 24, 8, 9, 10, 13, 14, 19, 24, 8, 11, 14, 15, 21, 26, 30, 31, 3, 4, 7, 11, 17, 23, 24]",5.0,2.0,"[3, 13, 17, 20, 22, 19, 11, 31, 23]","[4, 6, 9]",[],19.85
3.0,greedy,Winner,20.5,14000,4000.0,3000,11000,0,28,"[2, 3, 7, 10, 13, 17, 18, 22, 26, 27, 29, 30, 1, 5, 8, 12, 15, 17, 19, 25, 26, 30, 1, 2, 3, 5, 8, 12]",4.0,0.0,"[2, 7, 10, 18, 27, 30, 1, 25, 12]","[10, 3, 2]","[[10, 1000], [3, 2000]]",19.680000000000003
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,57,20.21444320678711,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,15.0,10000,5000.0,0,9000,0,27,"[4, 7, 8, 11, 12, 14, 15, 19, 20, 21, 25, 31, 2, 6, 12, 13, 15, 16, 19, 20, 24, 8, 14, 16, 21, 23, 29, 1]",5.0,1.0,"[4, 7, 11, 14, 19, 21, 2, 29, 1]","[12, 10, 8]",[],20.15
2.0,greedy,Loser,20.5,9000,4000.0,0,8000,0,27,"[6, 8, 9, 12, 18, 23, 27, 29, 31, 5, 10, 11, 12, 14, 19, 21, 22, 23, 24, 8, 13, 16, 18, 20, 21, 22, 26, 30]",4.0,1.0,"[6, 9, 12, 18, 23, 27, 5, 30]","[6, 9, 7]",[],19.570000000000007
3.0,greedy,Winner,21.5,12000,5000.0,2000,8000,0,28,"[3, 8, 10, 15, 20, 22, 26, 0, 4, 5, 7, 13, 17, 21, 25, 26, 28, 29, 3, 6, 12, 18, 20, 21, 22, 24, 8, 14, 15]",5.0,1.0,"[3, 10, 15, 20, 22, 26, 13, 17]","[2, 3, 5]","[[3, 2000]]",19.62
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,58,20.000613927841187,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,15.0,10000,5000.0,0,9000,0,27,"[1, 2, 7, 10, 12, 14, 20, 24, 8, 11, 15, 19, 22, 25, 27, 30, 1, 2, 4, 7, 10, 16, 21, 25, 29, 30, 31, 5]",5.0,1.0,"[1, 2, 7, 12, 14, 20, 19, 4, 25]","[6, 8, 12]",[],19.9
2.0,greedy,Loser,20.5,11000,6000.0,0,8000,0,30,"[5, 10, 15, 21, 26, 28, 30, 1, 6, 9, 11, 15, 19, 21, 22, 26, 27, 31, 0, 1, 7, 8, 12, 17, 20, 25, 28, 29, 0, 5]",6.0,0.0,"[5, 10, 15, 21, 26, 28, 6, 27]","[10, 2, 4]",[],19.89
3.0,greedy,Winner,22.5,14000,5000.0,2000,11000,0,27,"[3, 5, 8, 10, 11, 16, 21, 22, 23, 29, 31, 0, 5, 10, 14, 17, 20, 26, 29, 3, 7, 8, 11, 13, 16, 18, 21]",5.0,0.0,"[3, 11, 22, 23, 29, 31, 17, 13, 18]","[3, 7, 9]","[[3, 2000]]",19.68
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,59,20.137263774871823,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,16.0,14000,6000.0,3000,9000,0,27,"[6, 10, 15, 20, 21, 23, 27, 0, 2, 8, 14, 17, 21, 22, 27, 31, 5, 10, 14, 19, 23, 27, 0, 3, 4, 9, 10]",6.0,0.0,"[6, 10, 15, 20, 21, 23, 17, 27, 5]","[1, 9, 11]","[[1, 2000], [11, 1000]]",19.670000000000012
2.0,greedy,Loser,20.5,11000,6000.0,0,7000,0,29,"[2, 7, 8, 12, 16, 21, 25, 26, 0, 1, 7, 12, 18, 21, 24, 8, 11, 15, 16, 18, 20, 24, 8, 11, 14, 20, 25, 27, 31, 1, 2]",6.0,2.0,"[2, 7, 12, 25, 26, 1, 31]","[6, 5, 2]",[],19.860000000000007
3.0,greedy,Loser,22.5,13000,6000.0,2000,9000,0,28,"[3, 9, 11, 14, 18, 19, 25, 28, 30, 4, 6, 11, 17, 22, 25, 27, 1, 6, 8, 13, 18, 19, 23, 24, 8, 12, 17, 19, 22]",6.0,1.0,"[3, 9, 11, 14, 18, 19, 4, 22, 13]","[10, 4, 3]","[[3, 2000]]",20.040000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,60,20.000731706619266,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,16.0,11000,6000.0,0,8000,0,28,"[2, 6, 8, 9, 12, 16, 18, 24, 8, 9, 12, 15, 19, 23, 28, 31, 1, 3, 5, 10, 13, 14, 16, 22, 28, 31, 5, 11, 16]",6.0,1.0,"[2, 6, 12, 18, 19, 23, 28, 11]","[4, 5, 6]",[],19.620000000000005
2.0,greedy,Loser,20.5,15000,6000.0,2000,9000,0,29,"[1, 3, 6, 7, 9, 12, 16, 20, 22, 25, 31, 3, 6, 10, 16, 21, 22, 26, 0, 6, 12, 17, 22, 25, 26, 29, 1, 3, 4]",6.0,0.0,"[1, 3, 7, 20, 22, 10, 17]","[10, 7, 12]","[[10, 1000], [12, 1000]]",19.620000000000008
3.0,greedy,Winner,23.5,20000,6000.0,4000,15000,0,26,"[1, 2, 8, 9, 15, 21, 25, 31, 0, 2, 8, 14, 18, 20, 26, 0, 5, 10, 13, 16, 20, 25, 28, 29, 30, 0]",6.0,0.0,"[9, 15, 21, 25, 31, 14, 26, 5, 13, 29]","[1, 9, 2]","[[1, 2000], [2, 2000]]",19.550000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,61,20.163921833038327,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,16.5,13000,6000.0,2000,8000,0,29,"[6, 11, 16, 21, 26, 27, 31, 2, 6, 7, 11, 17, 22, 27, 31, 1, 2, 6, 11, 17, 19, 20, 24, 8, 10, 15, 17, 21, 24, 8, 9]",6.0,2.0,"[6, 11, 21, 26, 27, 31, 2, 15]","[12, 4, 1]","[[1, 2000]]",19.960000000000004
2.0,greedy,Loser,20.5,10000,5000.0,0,9000,0,26,"[3, 4, 7, 12, 14, 19, 24, 8, 9, 11, 14, 20, 26, 30, 0, 3, 8, 10, 12, 13, 15, 16, 20, 23, 29, 0, 6]",5.0,1.0,"[3, 4, 7, 19, 9, 20, 30, 10, 29]","[6, 10, 9]",[],19.72
3.0,greedy,Tie,24.0,13000,6000.0,2000,10000,0,27,"[6, 12, 14, 17, 22, 23, 28, 1, 5, 6, 7, 8, 14, 17, 18, 24, 8, 14, 19, 25, 27, 30, 4, 5, 11, 15, 21, 24]",6.0,1.0,"[12, 14, 17, 22, 23, 28, 1, 18, 25, 5]","[3, 7, 8]","[[3, 2000]]",20.09
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,62,20.180466175079342,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,16.5,10000,5000.0,0,9000,0,28,"[4, 8, 9, 15, 19, 20, 21, 23, 26, 28, 31, 1, 5, 10, 16, 20, 22, 24, 8, 10, 12, 13, 17, 18, 24, 8, 14, 15, 21, 25]",5.0,2.0,"[4, 9, 15, 20, 23, 26, 22, 12, 18]","[2, 4, 6]",[],19.85
2.0,greedy,Tie,21.0,15000,6000.0,2000,11000,0,27,"[2, 6, 10, 15, 19, 21, 27, 30, 3, 9, 11, 17, 23, 25, 27, 28, 2, 5, 6, 9, 15, 20, 26, 31, 4, 10, 12]",6.0,0.0,"[2, 6, 19, 21, 30, 11, 17, 25, 31]","[8, 7, 1]","[[1, 2000]]",20.100000000000005
3.0,greedy,Tie,24.5,15000,6000.0,2000,11000,0,28,"[3, 5, 10, 13, 15, 21, 27, 29, 1, 4, 8, 11, 12, 15, 21, 24, 8, 13, 17, 19, 24, 8, 13, 14, 20, 21, 26, 28, 1, 6]",6.0,2.0,"[3, 5, 10, 13, 27, 29, 1, 14, 28]","[10, 11, 9]","[[10, 1000], [11, 1000]]",19.89
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,63,20.06651520729065,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,16.5,14000,7000.0,2000,8000,0,29,"[6, 12, 17, 21, 26, 31, 1, 5, 6, 7, 13, 18, 20, 23, 28, 29, 1, 6, 9, 14, 16, 19, 24, 8, 12, 16, 19, 21, 26, 0]",7.0,1.0,"[6, 12, 17, 21, 26, 31, 1, 20]","[8, 1, 10]","[[1, 2000]]",19.980000000000004
2.0,greedy,Winner,22.0,19000,5000.0,6000,12000,0,26,"[4, 9, 11, 12, 18, 24, 8, 9, 14, 18, 19, 23, 25, 30, 0, 5, 8, 11, 13, 14, 15, 18, 19, 24, 8, 10, 12, 17]",5.0,2.0,"[9, 11, 18, 19, 23, 25, 30, 5, 10]","[3, 7, 12]","[[3, 2000], [7, 3000], [12, 1000]]",19.85
3.0,greedy,Loser,24.5,16000,6000.0,2000,11000,0,28,"[4, 7, 13, 14, 15, 17, 22, 24, 8, 10, 12, 13, 19, 25, 28, 0, 4, 8, 12, 13, 17, 22, 27, 1, 4, 9, 14, 15, 17]",6.0,1.0,"[4, 7, 13, 14, 15, 22, 28, 27]","[6, 11, 2]","[[11, 1000], [11, 1000]]",19.620000000000008
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,64,20.00023341178894,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,17.5,14000,6000.0,3000,7000,0,30,"[3, 8, 10, 16, 21, 27, 28, 30, 0, 6, 9, 12, 15, 21, 24, 8, 14, 20, 21, 23, 26, 30, 0, 3, 8, 12, 16, 18, 23, 25, 28]",6.0,1.0,"[3, 10, 21, 27, 28, 30, 26]","[11, 8, 3]","[[11, 1000], [3, 2000]]",19.630000000000013
2.0,greedy,Loser,22.0,10000,5000.0,0,9000,0,27,"[6, 9, 11, 13, 15, 17, 22, 25, 29, 1, 5, 9, 14, 20, 24, 8, 14, 19, 20, 24, 8, 10, 11, 12, 18, 20, 24, 8, 9, 15]",5.0,3.0,"[6, 9, 11, 13, 15, 17, 1, 20, 19]","[5, 6, 10]",[],19.76
3.0,greedy,Loser,24.5,12000,5000.0,2000,9000,0,27,"[2, 8, 9, 14, 18, 24, 8, 12, 13, 14, 18, 23, 25, 30, 2, 4, 7, 11, 16, 17, 22, 25, 26, 27, 0, 4, 7, 10]",5.0,1.0,"[2, 14, 18, 12, 23, 25, 4, 7, 22]","[1, 7, 2]","[[1, 2000]]",19.89
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,65,20.078256845474247,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,11000,6000.0,0,8000,0,29,"[4, 9, 12, 16, 21, 24, 8, 10, 13, 14, 16, 22, 24, 8, 10, 14, 16, 18, 20, 25, 30, 4, 9, 13, 15, 16, 20, 22, 25, 30, 2]",6.0,2.0,"[4, 9, 12, 21, 18, 20, 30, 15]","[1, 12, 5]",[],19.99
2.0,greedy,Loser,22.0,11000,6000.0,0,9000,0,27,"[5, 10, 11, 13, 17, 22, 27, 0, 4, 8, 9, 11, 17, 19, 25, 29, 2, 4, 5, 11, 17, 20, 24, 8, 14, 18, 21, 25]",6.0,1.0,"[5, 10, 11, 13, 17, 22, 25, 29, 2]","[6, 9, 10]",[],19.570000000000004
3.0,greedy,Winner,25.5,16000,5000.0,4000,10000,0,28,"[3, 4, 5, 7, 12, 14, 17, 19, 23, 26, 31, 1, 2, 4, 10, 12, 17, 22, 26, 30, 31, 4, 10, 14, 18, 23, 24, 8, 11]",5.0,1.0,"[3, 7, 14, 19, 23, 26, 1, 31]","[3, 2, 8]","[[3, 2000], [2, 2000]]",19.850000000000005
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,66,20.00090765953064,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
